Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CFScript,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CHAIN,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Chapel,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CheetahTemplate,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Charity,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Chomski,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ChucK,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Ciao,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cilk,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CiMPLE,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cilk Plus,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CircuiTikZ,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CLAC-Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Claire,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Clarion,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Clean,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Clear Language for Expressing Orders,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Client-Side Scripting,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Clip,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Clipper,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CLU,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CLP(R),,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Co-Array Fortran,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CMS EXEC,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Coffee,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cobra,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ColdC,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,colorForth,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Command Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,COMMAND.COM,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CompCert,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Common Lisp,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Component Pascal,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,COMSOL Script,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Computationally Oriented Display Environment[,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Concurrent Collections,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Concurrent ML,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Concurrent Euclid,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Concurrent Pascal,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Constraint Handling Rules,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Controlled Working Space Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Coq,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CorbaScript,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CSC GraphTalk,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CorVision,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CS-Script,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CTPP,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Curry,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Curl,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CyberQuery,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,CycL,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Cyclone,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,DAP FORTRAN,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,DATABUS,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,DataFlex,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Dataflow Programming,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Datalog,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Deeplearning4j,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,DataViva,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Dej Click,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Delphi,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,DejaGnu,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Dependent ML,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Desk Calculator (DC),,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Deutsch Limit,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,DIGITAL Command Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Digital Image Processing with Sound,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Digital Interactive Business Oriented Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Distributed Application Specification Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,DM,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,DRAKON,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Dylan,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,E Programming Language,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,Ease,,,,
Information Technology,Tools / Technologies,Programming Related,Programming Languages - Others Not Commonly Used,ECL,,,,
